author,comment,published_at,clean_comment
@suadaoke4864,Anda tidak punya rasa empati sama sekali kesanya memojokkan pihak yang membangun pondok ini inalillahi wa innailaihi rojiun,2 months ago,punya rasa empati sama sekali kesanya pojok pihak bangun pondok inalillahi wa innailaihi rojiun
@Diaryfathim15,Tidak juga begitu.,2 months ago,
@seifelmuna6213,"Berlandaskan ""biasanya"" , minimal respek",2 months ago,landas biasa minimal respek
@ismiarofahpaichannel2664,"Hati-hati dengan opinimu😢
Kalau tidak suka skip saja, daripada berkata ngawur",2 months ago,hatihati opini kalau suka skip kata ngawur
@DedeSuhanda-n1n,"Innalilahi wa innailaihi rojiun, semoga Alloh berikan kesabaran dan kekuatan,

Yg slamat Alloh berikan hidayah Taufik",2 months ago,innalilahi wa innailaihi rojiun moga alloh ikan sabar kuat slamat alloh ikan hidayah taufik
@kucinghitam9987,"Masyaallah, shahid Khusnul khotimah",2 months ago,masyaallah shahid khusnul khotimah
@SafinafahiraRamadhani,semoga semua santri baik2 saja n keluarganya bisa bersabar,2 months ago,moga semua santri baik n keluarga sabar
@alsael-m7f,Yaalloh semuga anak2 santri diberikan keselamatan semua,2 months ago,yaalloh semuga anak santri beri selamat semua
@lukmanrosid7589,Inalilahi ..semoga di beri kelancaran,2 months ago,inalilahi moga beri lancar
@sitibahronah5489,Ya Alloh Semoga para Santri selamat semua,2 months ago,alloh moga santri selamat semua
@ras..7798,"Innalillahi wainnailahi rojiun, kami ikut berduka cita atas meninggalnya beberapa santri yg tertimpa bangunan di Ponpes Al Khoziny Buduran Sidoarjo, semoga para santri yg meninggal husnul hotimah. Dan keluarga yg ditinggal semoga tabah dan ikhlas atas musibah di Ponpes Al Khoziny Buduran Sidoarjo.",2 months ago,innalillahi wainnailahi rojiun ikut duka cita atas tinggal beberapa santri timpa bangun ponpes al khoziny budur sidoarjo moga santri tinggal husnul hotimah keluarga tinggal moga tabah ikhlas atas musibah ponpes al khoziny budur sidoarjo
@suliahs7370,Ya Allah kasian banget santri semoga selamat semua 🤲🤲🤲,2 months ago,allah kasi banget santri moga selamat semua
@Remjos321Jos,Semoga terselamatkan semuanya allohh🤲,2 months ago,moga selamat semua allohh
@SuraBaya-pi5hf,"Innalillahi wa innailaihi rojiun,  semoga tidak ada korban meninggal.",2 months ago,innalillahi wa innailaihi rojiun moga korban tinggal
@sitimulyana1895,Ya Allah Subhanallah Lindungilah Ya Allah para santri yang punya niat Mulia ingin menuntut ilmu agama begitu berat ujian ini Ya Allah dapat saya rasakan bagaimana hancurnya hati keluarga dan orang tua yang telah mengiklaskan berpisah jauh dari anak-anak mereka demi menuntut ilmu agama,2 months ago,allah subhanallah lindung allah santri punya niat mulia tuntut ilmu agama berat uji allah rasa bagaimana hancur hati keluarga orang tua mengiklaskan pisah jauh anakanak tuntut ilmu agama
@mhd.budipermana1407,Innalilahi wa innailaihi rojiun,2 months ago,innalilahi wa innailaihi rojiun
@margowatibintimarijan4615,Innalilahi wa innalilahi rojiunn turut berduka cita,2 months ago,innalilahi wa innalilahi rojiunn turut duka cita
@gondang-etalase,"Cobaan dari Allah swt, menjadi referensi sangat berharga buat bangunan dengan beban hunian besar selain sipil engineer pelaksana lapangan juga harus paham, segera disosialisasikan untuk pembangunan disemua bangunan pesantren bertingkat.",2 months ago,coba allah swt jadi referensi sangat harga buat bangun beban huni besar sipil engineer laksana lapang paham segera sosialisasi bangun semua bangun pesantren tingkat
@muhammadthosinmasyhudi6951,MAA SYAA Alloh,2 months ago,maa syaa alloh
@UtunImut,"Innaa lillaahi wainnaa ilayhi rooji'uun.., buat korban yang telah syahid juga korban selamat terluka..lahum alfaatihah...(Musafir JEPARA).🎉🎉❤🎉🎉",2 months ago,innaa lillaahi wainnaa ilayhi roojiuun buat korban syahid korban selamat terlukalahum alfaatihahmusafir jepara
@irmikaryatin7332,"Innalilahi wa innailaihi roojiuun 
Semoga tidak ada korban jiwa. Aamiin",2 months ago,innalilahi wa innailaihi roojiuun moga korban jiwa aamiin
@AlGhazali-b5o,Ya Allah berilah ketabahan kpda kiai hamba 😢,2 months ago,allah ilah tabah kpda kiai hamba
@yanayeni8046,Berita ini masuk di berita tv Hongkong semoga korban2 cepat bisa tertolong aammiin3 ya rabbal'alammin,2 months ago,berita masuk berita tv hongkong moga korban cepat tolong aammiin rabbalalammin
@muhammadthosinmasyhudi6951,Semoga semua selamat....Aaamiiin,2 months ago,moga semua selamataaamiiin
@oman808,"Alfatihah untuk para korban,aamiin",2 months ago,alfatihah korbanaamiin
@Susilawati-xs7lf,Innalilahiwainalilahirojiun ...semoga Alloh ganti yg lebih besar,2 months ago,innalilahiwainalilahirojiun moga alloh ganti lebih besar
@miyamia7165,Ya Allah ya Robb  innalillahi wa innalillahi  rojiun,2 months ago,allah robb innalillahi wa innalillahi rojiun
@amyirfan2174,Semoga para santri dan ustadz .kyai selamat ya alloh,2 months ago,moga santri ustadz kyai selamat alloh
@noviahidayati270,Ya Allah mudah2an panjenengan paringi selamat semua,2 months ago,allah mudah panjenengan paring selamat semua
@Tarikina,"Semoga santrinya pada, selamat amiin",2 months ago,moga santri selamat amiin
@barrotulhalwa3575,"Semoga di beri ketabahan bagi keluarga korban, dan yg meninggal menjadi suhada' yg luka mudah2an lekas sembuh,  apa mungkin dampak lumpur lapindo, sehingga tanahnya kropos,",2 months ago,moga beri tabah keluarga korban tinggal jadi suhada luka mudah lekas sembuh apa mungkin dampak lumpur lapindo tanah kropos
@triepurie6845,Jangan2 msh byk yg terjebak di reruntuhan...Yaa Alloh😢😢,2 months ago,jangan msh byk jebak reruntuhanyaa alloh
@jumiatiutoyo2561,Innalillahi wa inna ilaihi rajiun.. Astaghfirullah😢,2 months ago,innalillahi wa inna ilaihi rajiun astaghfirullah
@nurcahayasyuhadah9470,INNALILLAHI WAINNA ILAIHI ROJIUN,2 months ago,innalillahi wainna ilaihi rojiun
@umikshofi,Innalillahi wa Innalillahi rojiun...😭😭😭,2 months ago,innalillahi wa innalillahi rojiun
@enamduachannel,Innalillahi wa innailaihi roji 'un.,2 months ago,innalillahi wa innailaihi roji un
@sarjimahsip905,Innalillahi wainnailaihi roji'uun semoga para santri pak kyai dan bu nyai segera mendapatkan pertolongan  yg terbaik dari Allah SWT. Aamiin,2 months ago,innalillahi wainnailaihi rojiuun moga santri pak kyai bu nyai segera dapat tolong baik allah swt aamiin
@gabrielsaif7268,"Kita doakan untuk korban santri dan pengurus pengasuh . Keluarga korban juga .
Mreka orang2 baik .",2 months ago,doa korban santri urus asuh keluarga korban mreka orang baik
@gadispekerjapendukungIRT4114,"Innalilahi Wa Innailaihi Roji'un, Ya Allah😢",2 months ago,innalilahi wa innailaihi rojiun allah
@fht3326,INNALILLAHI WA INNALILLAHI ROJIUN  Ya allah,2 months ago,innalillahi wa innalillahi rojiun allah
@izzanabela3189,Bismillahirrahmanirrahim. Aamiin Ya Robbal Alamin 🤲🏻,2 months ago,bismillahirrahmanirrahim aamiin robbal alamin
@PonimanFaqih,"Semoga para santri selamat semua,,,,amiiiiin",2 months ago,moga santri selamat semuaamiiiiin
@aaadn8338,"Itu bisa ambruk karna pondasi gk ada cakar ayam nya x karna kalau ada cakar ayam nya di bawah kemungkinan bisa menahan lebih kuat,",2 months ago,ambruk karna pondasi cakar ayam nya x karna kalau cakar ayam nya bawah mungkin tahan lebih kuat
@ArisPrasetya-k6i,"Innalillahi wa inna ilaihi rojiun,  semoga tertangani dng baik.. aamiin",2 months ago,innalillahi wa inna ilaihi rojiun moga tangan dng baik aamiin
@Ether2025-u3u,"Ya Allah , mudah mudahan semua selamat",2 months ago,allah mudah mudah semua selamat
@zansabilhudaianggara1652,Ya Allah berikanlah ketabahan dan ganti yang lebih baik dari apa yang telah menimpa mereka.  Aamiin Allahumma Aamiin,2 months ago,allah beri tabah ganti lebih baik apa timpa aamiin allahumma aamiin
@RiaZuhriyah-j3g,Innalilahi wainailaihi rojiun ...,2 months ago,innalilahi wainailaihi rojiun
@user-pj4us4he7z,ya allooh selamatkan lah semua santri dan mbh yai nya beserta org 2 di dalam pondok,2 months ago,allooh selamat lah semua santri mbh yai nya serta org pondok
@sitirukmini2729,"Semoga semuanya dalam lindungan Alloh S WT,,lokasi nya sebelah baratnya rumahnya adik saya,dari Tulungagung",2 months ago,moga semua lindung alloh s wtlokasi nya belah barat rumah adik sayadari tulungagung
@RoniRoni-xz7ou,Semoga Allah yang mengetahui tas musibah ini dan mengantinya yang lebih baik,2 months ago,moga allah tahu tas musibah anti lebih baik
@BahrilNizam,Minta doanya semoga adik saya cepet ditemukan selamat,2 months ago,minta doa moga adik cepet temu selamat
@hartono3024,Kejadian ini menjadi pelajaran yg sangat berharga bagi seluruh pihak yg berkecimpung didunia konstruksi.dr pondasi lantai dasar dan tiang2 beton gedung memang sudah dirancang 4 lantai atau blm dan sambungan dari lantai satu dua tiga empat kuat dan menyatu atau tdk,2 months ago,jadi jadi ajar sangat harga seluruh pihak kecimpung dunia konstruksidr pondasi lantai dasar tiang beton gedung memang rancang lantai blm sambung lantai satu tiga empat kuat satu tdk
@ryanjoteo5974,Turut berdukacita untk smua korban ambrukny ponpes.. God bless.. Rest in Peace.. Tuhan menghibur dn memulihkan.. 😢✝️,2 months ago,turut dukacita untk smua korban ambrukny ponpes god bless rest in peace tuhan hibur dn pulih
@danangsetiawan7959,"Innalillahi wa inna ilaihi rajiun, turut berduka",2 months ago,innalillahi wa inna ilaihi rajiun turut duka
@MarTono-f8w,Semoga diberi ketabahan pada keluarga santri,2 months ago,moga beri tabah keluarga santri
@zebschannel4091,Innalillahi wainna'ialihi roojiuun..,2 months ago,innalillahi wainnaialihi roojiuun
@santriaswaja8943,Ya Alloh 😢😢😢😢 semoga gak ada korban,2 months ago,alloh moga gak korban
@safiraaoctavv,Innalilahi wa innailaihi roji'un,2 months ago,innalilahi wa innailaihi rojiun
@rubingahhajidjupri6063,Innalilah waina ilaihi rojiun ..,2 months ago,innalilah waina ilaihi rojiun
@lisnawatiummi2855,inalilahi wainalilahi rojiun selamatkan mereka ya alloh😭😭😭,2 months ago,inalilahi wainalilahi rojiun selamat alloh
@SidqiSajaa,Innalillaahi Wainna ilaihi Roji'un,2 months ago,innalillaahi wainna ilaihi rojiun
@fadhelmakmursejahtera8444,"turut berdukacita yg sedalam dalamnya... membayangkan gmn rasanya ortu yg kehilangan/mendapatkan musibah... innalilahi wa innailaihi rojiun 🥺
semua takdir dari Allah tapi sbg manusia faktor apa knp terjadi musibah sprt ini.. apalagi berurusan dgn nyawa...
kontraktor/pemborong tdk kah  menghitung kokohnya pondasi? apalagi masih dlm proses pembangunan yg jelas2 gedung blm sempurna/selesai utk digunakan..
supaya kedepannya tidak lagi terjadi kejadian2 sprti ini",2 months ago,turut dukacita dalam dalam bayang gmn rasa ortu kehilanganmendapatkan musibah innalilahi wa innailaihi rojiun semua takdir allah sbg manusia faktor apa knp jadi musibah sprt urus dgn nyawa kontraktorpemborong tdk hitung kokoh pondasi dlm proses bangun jelas gedung blm sempurnaselesai utk guna depan jadi jadi sprti
@Wawawa484,"Ya Allah, semoga diberi kesabaran dan ketabahan",2 months ago,allah moga beri sabar tabah
@Daswirman-o2x,"Innaa Lillaahi wa Innaa Ilayhi Raaji'uun 
In Syaa Allaah diganti Allaah dengan yg lebih baik.",2 months ago,innaa lillaahi wa innaa ilayhi raajiuun in syaa allaah ganti allaah lebih baik
@AyanokoujiKiyotaka-g7n,Terimakasih kak god bless❤❤❤,2 months ago,terimakasih kak god bless
@AmanSentosa-h6p,"إنالله وإنا اليه راجعون...

.‎ ‎اَللــَّهُـمَّ اغْــفِــرْ لَــه و ارْحَــمْه، واَدْخِلْهُ الجَنَّة مَعَ الأبْرار،، اللّهُمَّ اجْعَلْ قَبَرهُ رَوْضَةً مِنْ رِيَاضِ الجَنَّةَوَلاَ تَجْعَلْ قَبَرَهُ حُفْرَةً مِنْ حُفْرِ النِّيرانْ

   آميــــــن يـا رب الــعالمــيــــــــن",2 months ago,
@rosminananda8232,"Ya Allah ya Rabb 
😢😢😢",2 months ago,allah rabb
@HasudunganSimanjuntak-xy7pq,Peringatan dari Allah,2 months ago,ingat allah
@BARAJIHADA,"Ya Allah, semoga tidak ada korban jiwa 😢",2 months ago,allah moga korban jiwa
@trihafnan9697,Ya Allah 🙏,2 months ago,allah
@tengkuroswatyassgf8687,Innalilahi wainnailaihi rojiuun..,2 months ago,innalilahi wainnailaihi rojiuun
@ardiantoanwar1068,Inalillahi wa innailaihi rojiun.... Tolong dinas yg terkait selidiki kontruksi bangunan yg sedang di bangun..,2 months ago,inalillahi wa innailaihi rojiun dinas kait selidik kontruksi bangun sedang bangun
@suhalisuhali1849,"Berbuat baik harus dng cara yg baik, ini yg dikehendaki Allah SWT, 
Pondok Pesantren itu niat baik tapi kalau dikelola dng tdk baik  Allah pasti menegurnya,",2 months ago,buat baik dng cara baik hendak allah swt pondok pesantren niat baik kalau kelola dng tdk baik allah tegur
@agustriyanto4997,Innalillahi semoga Allah selamatkan para korban,2 months ago,innalillahi moga allah selamat korban
@khowasgamers7381,Innalilahi wa Inna ilaihi Raji'un,2 months ago,innalilahi wa inna ilaihi rajiun
@BudiMan-m5w,innalillahiwainnailaihirojiun...Semoga tidak terulang lagi...waspada saat ada proyek pembangunan,2 months ago,innalillahiwainnailaihirojiunsemoga ulang lagiwaspada proyek bangun
@suhadisendang6437,Ya Alloh mugi2 selamet,2 months ago,alloh mugi selamet
@abdulmujib1441,innalillah,2 months ago,innalillah
@mtsyafalah6519,semoga diberi ketabahan mbah yai.... turut berduka......,2 months ago,moga beri tabah mbah yai turut duka
@FitriaFitri-q4j,Innaa lillaahi wa innaa ilaihi rooji'uun,2 months ago,innaa lillaahi wa innaa ilaihi roojiuun
@paryno,Turut berdukacita bagi para korban,2 months ago,turut dukacita korban
@vitaliavardiana968,Semoga gak ada korban yg meninggal......semoga semua bs dievakuasi dg selamat,2 months ago,moga gak korban meninggalsemoga semua bs evakuasi dg selamat
@WisnuRamadan-z6g,turut berduka cita semoga diberi keselamatan. ini jadi perajaran kontruksi merakit besi  bangunan harus diperhartikan,2 months ago,turut duka cita moga beri selamat jadi ajar kontruksi rakit besi bangun diperhartikan
@rosminananda8232,Inna lillaahi wa inaa ilaihi raaji'uun 😢😢😢,2 months ago,inna lillaahi wa inaa ilaihi raajiuun
@AndiAja-m5s,Inalillahi wa Inna ilaihi Raji'un,2 months ago,inalillahi wa inna ilaihi rajiun
@CctvSalafiyah,Semoga di temukan semua,2 months ago,moga temu semua
@jejegarok,makanya kalau kita mau membangun yg bertingkat harus di perhatikan  kwalitas btulangan besi kolom apalagi kalau bentangan panjang & harus pakai tukang yg mengerti sipil,2 months ago,makanya kalau mau bangun tingkat perhati kwalitas btulangan besi kolom kalau bentang panjang pakai tukang erti sipil
@YesikaNazwaputri,Smg semua korban di temukan dg selamat,2 months ago,smg semua korban temu dg selamat
@sholehhudin3570,Innalillahi wainna ilaihi roziuun,2 months ago,innalillahi wainna ilaihi roziuun
@nurlailiyah5773,Innalilahi wainnailaihi rojiun,2 months ago,innalilahi wainnailaihi rojiun
@PapiTegarSatrioGemilang,Innalilahi Wainna ilaihi rojiun.,2 months ago,innalilahi wainna ilaihi rojiun
@MargonoPutro-r7x6l,Pentingnya teknisi bangunan dan ensinyur bangunan penting.sebelum nglanjutin pembangunan sebenarnya harus tau seberapa kekuatan dasar..semoga tidak banyak makan korban .semoga tambah kluarga yg ditinggalkan .yg terluka semoga lekas sembuh,2 months ago,penting teknisi bangun ensinyur bangun pentingsebelum nglanjutin bangun benar tau berapa kuat dasarsemoga banyak makan korban moga tambah kluarga tinggal luka moga lekas sembuh
@AfiJenong,Sesungguhnya ia yg menghendaki,2 months ago,sungguh hendak
@ikeisnaini970,Innalillahi wa innailaihi rojiun,2 months ago,innalillahi wa innailaihi rojiun
@dzikrirofi,Semoga yai dan seluruh santri nya aman y rob,2 months ago,moga yai seluruh santri nya aman y rob
@ahmadjurid7055,Innalillahi wainna ilaihi rojiun,2 months ago,innalillahi wainna ilaihi rojiun
@AsihKamsih,Inalilahi wainailahi roziun,2 months ago,inalilahi wainailahi roziun
@Muslimah-kk9rn,Innalillahi wa Inna ilaihi raaji'uun,2 months ago,innalillahi wa inna ilaihi raajiuun
@mohamadDjumli,"mungkin inilah cara Allah SWT, mengingatkan para pemilik pesantren untuk muhasabah diri...",2 months ago,mungkin ini cara allah swt ingat milik pesantren muhasabah diri
@TirtaKomara,"Semoga  keluwarga diberi ketabahan,",2 months ago,moga keluwarga beri tabah
@Tarmuji-j6h,ya Allah 😭😭,2 months ago,allah
@tiaformoza1666,Innalilahi wa innailaihi Raji'un.,2 months ago,innalilahi wa innailaihi rajiun
@ahmadmumin1335,"Asslmkm
kita ikut berduka smg para korban
cepat sembuh dan santri yg menin
gagal husnulhootimah.....dan kpd pengurus pondok mohon ber hati 2
jika pondok msh dlm renovasi agar dikosongkan jgn ada aktifitas.....
kelihatannya kyai yg diwawancarai tv one tdk menguasai permasalaha
n...jadi dia bilang TIDAK TAHU..TDK TAHU....ini mustahil",2 months ago,asslmkm ikut duka smg korban cepat sembuh santri tin gagal husnulhootimahdan kpd urus pondok mohon ber hati pondok msh dlm renovasi kosong jgn aktifitas lihat kyai wawancara tv one tdk kuasa permasalaha njadi bilang tahutdk tahuini mustahil
@AlekBike,Moga yg luka cpt sembuh amin,2 months ago,moga luka cpt sembuh amin
@YayatBustomi-s6g,Mudah2an diselamatkan ya alloh,2 months ago,mudah selamat alloh
@galaxibirdcontest6341,Pihak kontraktor perlu penjelasan.. Turut berduka buat para korban,2 months ago,pihak kontraktor perlu jelas turut duka buat korban
@Btt353,Inalillahi wainailaihi Rojiun,2 months ago,inalillahi wainailaihi rojiun
