author,comment,published_at,clean_comment
@btyary,Kenapa bangunan sudah dipake? Padahal masih dalam tahap pengecoran. Innalillahi…,2 months ago,bangun dipake padahal tahap cor innalillahi
@IbuElly-l4k,Pondasi g kuat kemungkinan bangunnya g pakek aturan project perlu di periksa,2 months ago,pondasi g kuat mungkin bangun g pakek atur project perlu periksa
@uburuburnakal4454,"Bertanya soal bangunan dll di pesantren yg besar kayaknya wartawan salah alamat, mestinya itu ke pengurus dll.. pengasuh biasanya tidak ikut campur soal itu Krn di pesantren besar semua ada struktur sesuai tugasnya masing2..",2 months ago,tanya soal bangun pesantren besar kayak wartawan salah alamat mesti urus asuh biasa ikut campur soal krn pesantren besar semua struktur sesuai tugas masing
@AnangSujatmiko-eg9xc,Kyainya harus tanggung jawab... Biar tidak hanya mengejar nama besar saja....,2 months ago,kyainya tanggung jawab biar kejar nama besar
@imamsantoso9468,Intinya semua pondok pesantren arus di cek ulang struktur bangunannya karna rata rata pembangunan pondok pesantren apa lagi yg lantai 2 3 4 wajib di tinjau  ulang karna rata rata mereka membuat bangunan tidak melibatkan dinas PU atau arsitektur yg mumpuni. Karna pondok biasa pekerja biasa atau para santri yg mengerjakan. Doa itu kita tujukan  ke allah SWT supaya selamat tapi ini beton cor harus punya pondasi dan struktur kuat. Ini jadi rumah santri ribuan mohon para Wali santri wajib menegur pondok pondok yg anaknya di sana supaya di kaji ulang,2 months ago (edited),inti semua pondok pesantren arus cek ulang struktur bangun karna rata rata bangun pondok pesantren apa lantai wajib tinjau ulang karna rata rata buat bangun libat dinas pu arsitektur mumpuni karna pondok biasa kerja biasa santri kerja doa tuju allah swt selamat beton cor punya pondasi struktur kuat jadi rumah santri ribu mohon wali santri wajib tegur pondok pondok anak sana kaji ulang
@fauhannoorkholis9262,"Baloknya gede banget,  bebannya kayaknya kebesaran deh, struktur pondasinya jg kurang kuat karna beban diatasnya terlalu besar",2 months ago,balok gede banget beban kayak besar deh struktur pondasinya jg kurang kuat karna beban atas terlalu besar
@PakWadi-k3f,"Arsiteknya gimana ini, bangunan baru proses pembangunan sampai ambruk ini",2 months ago,arsitek gimana bangun baru proses bangun ambruk
@AhmadHeri-s7f,Kalo melihat dari gambar ini sepertinya bangunan ini selain masih basah juga karna betonnya tebal tapi besinya kecil kecil 🙏🙏,2 months ago,kalo lihat gambar seperti bangun basah karna beton tebal besi kecil kecil
@Bejo-xb2wl,KH Raden mas ngabehi,2 months ago,kh raden mas ngabehi
@badriana0303,"Tanggung jawab bpk pengasuh, 3 lantai, paling dulu awal bngun 1 lntai, trus ditmbain 2 lntai,trus nmbh jdi 3 lntai.",2 months ago,tanggung jawab bpk asuh lantai paling dulu awal bngun lntai trus ditmbain lntaitrus nmbh jdi lntai
@BundaRiniY,Belum kuat banget sdh digunakan untk beraktifitas,2 months ago,kuat banget sdh guna untk beraktifitas
@AbuBakar-x6y,Tak mampu lihat nya 😢,2 months ago,tak mampu lihat nya
@RayyanArumi,Struktur bangunan yang lemah. Gaji usah bertingkat lah kalau bukan arsitek yang desain,2 months ago (edited),struktur bangun lemah gaji usah tingkat lah kalau bukan arsitek desain
@AbuDikha,"Proses hkm utk prtnggung jwbb sbb ktledorn itu ttp hrs brjln mbh yai,,gk bs di blg hanya tqdr,,",2 months ago,proses hkm utk prtnggung jwbb sbb ktledorn ttp hrs brjln mbh yaigk bs blg tqdr
@aviromantino,"Yg jd pertanyaan, ini bangunan  dikerjakan oleh kontraktor atau pengurus pesantren memanggil tukang/ pekerja utk mengerjakannya?",2 months ago,jd tanya bangun kerja kontraktor urus pesantren panggil tukang kerja utk kerja
@sitiazizah-mt2py,"Koq tidak tahu yai ngapunten 
Penanggungjawabnya siapa",2 months ago,koq tahu yai ngapunten penanggungjawabnya siapa
@DiajenkKemenk,"Semua memang kehendak Allah tp juga pke logika,,org Masih thp pengecoran knp kok dipke shalt kn heran juga😢",2 months ago,semua memang hendak allah tp pke logikaorg thp cor knp dipke shalt kn heran
@prismakalkulatortanganofficial,Harusnya bangunan yang dalam proses jangan dipakai untuk berkegiatan dulu. namanya untuk pencegahan bencana.,2 months ago,harus bangun proses jangan pakai giat dulu nama cegah bencana
@faqihbanjar2677,Dia bilang hanya itu.....,2 months ago,bilang
@PurwadiSajiwohw,Biar gk bikin keributan para netizen alangkah baiknya jgn diviralkan kejadianya,2 months ago,biar bikin ribut netizen alangkah baik jgn diviralkan kejadianya
@Aynurr-12r,"Harusnya kalau ada pembangunan, jangan ada aktivitas disitu",2 months ago,harus kalau bangun jangan aktivitas situ
@BambangS-m9m,Sebetulnya pondasi yg LBH pnteng jg betonnya yg kuat.itu kcrbohan,2 months ago,pondasi lbh pnteng jg beton kuatitu kcrbohan
@yatiyati56,"Di LN lantai sampai 50 aja kokoh aman , kenapa cuma lantai 1 bisa roboh ,ini harus diperbarui buat bangunan2 di Konoha",2 months ago,ln lantai kokoh aman cuma lantai roboh baru buat bangun konoha
@sigitsetyawadi3951,"Ini murni kesalahan manusia. Entah yg membangun, entah pihak yg membiarkan kegiatan di daerah yg sedang dibangun.",2 months ago,murni salah manusia entah bangun entah pihak biar giat daerah sedang bangun
@ulumfaster9723,"Konstruksi bangunan tdk sesuai std infonya, tp bnr tiang penyangga kecil2 akhirnya gak kuat",2 months ago,konstruksi bangun tdk sesuai std info tp bnr tiang sangga kecil akhir gak kuat
@TamanPati,Ini yg jelas kasusnya kontruksi kolom tiangnya kurang besar dan kurangnya kolom penyangga.dengan bentangan yg panjang dan lebar.siapa yg harus tanggung jawab dengan kasus ini.,2 months ago,jelas kasus kontruksi kolom tiang kurang besar kurang kolom penyanggadengan bentang panjang lebarsiapa tanggung jawab kasus
@JohnTralala-lu5uu,"Di arsiteki sendiri sudah dapat petunjuk dari Allah, belajar arsitek itu ilmu duniawi, di akhirat tdk ditanya,",2 months ago,arsitek sendiri tunjuk allah ajar arsitek ilmu duniawi akhirat tdk tanya
@MohHanuri,Harus bertanggung jawab,2 months ago,tanggung jawab
@syarifahofficials13579,"Kyainya ikut tandatangani group PWI
Kwalat akhire",2 months ago,kyainya ikut tandatangani group pwi kwalat akhire
@cahyoriberto7842,Kerangka besinya kurang kuat,2 months ago,kerangka besi kurang kuat
@PakAsnawi-ik4gl,Pak kyai ucapin dulu inalilahi waina ilaihi rojiun jg nyalahin takdir,2 months ago,pak kyai ucapin dulu inalilahi waina ilaihi rojiun jg nyalahin takdir
@andreaswijaya7800,Klo masalah di pondasi berarti geo analisa kurang baik. Jd nya persiapan pondasinya kurang.,2 months ago,klo masalah pondasi arti geo analisa kurang baik jd nya siap pondasinya kurang
@virgi856,Ada korban jiwa?,2 months ago,korban jiwa
@EzaBadruzzaman-c8y,Karna hujan apa gmna,2 months ago,karna hujan apa gmna
@Sukiper123,"lantai 1dan lantai 2 nggak kuat, kurang semen , nggak tanggung tanggung 3 lantai ambruk......",2 months ago,lantai lantai kuat kurang semen tanggung tanggung lantai ambruk
@PikaRese,"Putri Q juga mondok di tempatnya kh anwar zahid, beliau sangat baik bertanggung jawab bahkan ketika beliau menceritakan  ada sebagian kecil santri yg nakal kasang tdk mau puasa atau sholat mata beliau berkaca2 krn merasa gagal menjadi pengasuh, disini yg saya lihat pengasuh nya kurang berempati harsnya tunjukan duka yg mendalam mohon maaf pd wali santri krn anak2 mengalami musibah ketika dlm asuhan beliau. Punten🙏🏻",2 months ago,putri q mondok tempat kh anwar zahid beliau sangat baik tanggung jawab bahkan beliau cerita bagi kecil santri nakal kasang tdk mau puasa sholat mata beliau kaca krn rasa gagal jadi asuh sini lihat asuh nya kurang empat harsnya tunjuk duka dalam mohon maaf pd wali santri krn anak alami musibah dlm asuh beliau punten
@MuhamadFuatamin-b3j1r,"Kumaha pak haji bisa Kitu ,oba te nyahoo",2 months ago,maha pak haji kitu oba te nyahoo
@pedashoop,di duga tertimpa bangunan ? maksud nya gmn,2 months ago,duga timpa bangun maksud nya gmn
@Rilest911,gimana nih IMB nya pasti gak ada.,2 months ago,gimana imb nya gak
@SodDiq-mz7zw,Tidak ada kata2 maaf . Padahal jelas2 adanya kelalaiyan 😢,2 months ago,kata maaf padahal jelas ada kelalaiyan
@ei1801,Strukturnya aneh. Dr foto2 bangunan sblm kjadian kliatan rangka2nya kaya asal ga dihitung,2 months ago,struktur aneh dr foto bangun sblm kjadian kliatan rangka kaya asal hitung
@HanifahAlwi-l2v7n,gubernur tolong bicara detail 😭 Lailahaillah 😭 minimal ini bangunannya bagaimana dan laiinya 😭 Lailahaillah,2 months ago,gubernur bicara detail lailahaillah minimal bangun bagaimana lai lailahaillah
@zeki-y7m,kebanyakan struktur pondok itu tdk memakai atau gambar dari arsitek asal aja yg ngerti atau pernah jdi tukang tpi cara mengancing struktur tdk faham,2 months ago,banyak struktur pondok tdk pakai gambar arsitek asal ngerti pernah jdi tukang tpi cara kancing struktur tdk faham
@VvooGgg,"Bisa pondasi bergerak.. 
bahan semen di kurangi takaran.. 
Coran masih basah atau belum waktunya di buka tambah... 
Atau peringatan.. Ada hura2....",2 months ago,pondasi gerak bahan semen kurang takar cor basah waktu buka tambah ingat hura
@rohulponsel3372,Perhitungan yang asal asalan tidak di sesuikan dengan ketahanan pondasi.,2 months ago,hitung asal asal sesuikan tahan pondasi
@hendragunawan9580,Kalau nyawa gk bisa d ganti pak,2 months ago,kalau nyawa d ganti pak
@leonjhonatan9926,"Jika bangunan tanpa kontraktor, pengasuh pondok harus bertanggung jawab. Memang semua udah takdir Allah, tpi ini jelas human error..",2 months ago,bangun kontraktor asuh pondok tanggung jawab memang semua udah takdir allah tpi jelas human error
@curhatnews,Ada IMB nya tidak,2 months ago,imb nya
@IwanBojod,"Wajib di usut, supaya tidak terulang lagi, kontruksi itu ada matematika perhitungan guna pakai beban dan ketinggian, kalo di hitung dengan benar gak akan roboh terkecuali kena bom dan bencana alam gempa,
Kalo ujug roboh tanpa bom dan gempa tentu ada yang salah perhitungan, berpotensi penyelewengan dana dan buruknya perhitungan keselamatan,",2 months ago,wajib usut ulang kontruksi matematika hitung pakai beban tinggi kalo hitung benar gak roboh kecuali kena bom bencana alam gempa kalo ujug roboh bom gempa salah hitung potensi seleweng dana buruk hitung selamat
@nurkayatun1007,"Ya Allah, berilah pertolongan semua ya Allah",2 months ago,allah ilah tolong semua allah
@Sutrisno-kb8zs,"Proyeknx tidak sesuai "" SOP "", ..  pihak PU harus menilai ,  siapa yg bertanggung jawab dlm PROYEK ini USUT TUNTAS ,  jgn bilang ini TAKDIR ....",2 months ago,proyeknx sesuai sop pihak pu nilai siapa tanggung jawab dlm proyek usut tuntas jgn bilang takdir
@arifamin165,"Jika Anggaran yg digunakan dari pemerintah, dipastikan ada potongan dari dewan yg bersangkutan. Sehingga akan berimbas pada pengurangan anggaran pembangunan Gedung PonPes
Sudah menjadi rahasia umum bahwa jika anggaran turun melalui DPR Pusat langsung ke pesantren, akan dikenakan biaya sekian puluh persen. Jika masih lewat DPRD provinsi, maka akan ada potongan lagi sekian puluh persen. Belum lagi jika lewat DPRD Kabupaten, akan ada potongan lagi sekian pulun persen juga.
Jadi biaya yg diterima pondok (setelah potongan tsb) perkiraan di 50%",2 months ago,anggar guna perintah pasti potong dewan sangkut imbas kurang anggar bangun gedung ponpes jadi rahasia umum anggar turun lalu dpr pusat langsung pesantren kena biaya sekian puluh persen lewat dprd provinsi potong sekian puluh persen lewat dprd kabupaten potong sekian pulun persen jadi biaya terima pondok potong tsb kira
@AbdulLatif-j8f2e,Saya gak tau,2 months ago,gak tau
@amirhamzah4866,Ini pasti ga ngurus IMB. Dan pemda tidak berani menegur serta menyegel bangunan.,2 months ago,ngurus imb pemda berani tegur segel bangun
@listyowati5736,Dana pembuatan pesantren kebanyakan yg di korupsi sehingga pondasi nya tidak kokoh...Asragfirulloh..,2 months ago,dana buat pesantren banyak korupsi pondasi nya kokohasragfirulloh
@pamandoblang.,bangunan beton gitu bisa ambruk.. jangan mudah bilang nahwa ini musibah.. perlu dilakukan investigasi dulu.,2 months ago,bangun beton gitu ambruk jangan mudah bilang nahwa musibah perlu laku investigasi dulu
@PerpetuaNabu,😂😂👍👍,2 months ago,
@namnamkita,"Yang salah manusia (dalam hal ini kelalaian pihak Ponpes), eh yang disuruh membalas kebaikan adalah Allah. 😂",2 months ago,salah manusia lalai pihak ponpes eh suruh balas baik allah
@ahmadazhar86,Bangunan sebesar itu klw gabisa pake jasa kontraktor minimal ada  tukang yg bener2 paham konstruksi dong,2 months ago,bangun besar klw gabisa pake jasa kontraktor minimal tukang bener paham konstruksi
@HpA30,Ada qurban jiwa apa nggak ya??kalau ada semoga shahid aamiin yra,2 months ago,qurban jiwa apa yakalau moga shahid aamiin yra
@sehatherbal849,Mungkin bangunan kurang sesuai setandar,2 months ago,mungkin bangun kurang sesuai setandar
@kusdiwinarno1496,Pingin tahu ceritanya ya tanya tetangga jangan tanya pengasuh musti saja gak terkuak,2 months ago,pingin tahu cerita tanya tetangga jangan tanya asuh musti gak kuak
@sonlin76,ini cari aman atau gmna?? kok ga tau terus??,2 months ago,cari aman gmna tau terus
@Tuhari-cd3pt,"yg jelas membangun proyek tinggi trus berlantai pondasinya asal trus tiang tiang pun ga kokoh,",2 months ago,jelas bangun proyek tinggi trus lantai pondasinya asal trus tiang tiang kokoh
@irsalinarizki2752,"Astaghfirullaahh pak kyai, jawabnya kok seenak sendiri : ndak tau, mungkin, saya kira takdir dr Allah.. 
ya mmg takdir dr Allah, ttpi harusnya ada antisipasi dong dr pondok, pak kyai gimana2 nya panjenengan ini pengasuh pondok lho.. yaallah yarahmann😭😭 harusnya lebih aware terhadap santri2 krna kan panjenengan ini dititipi anak. 

Smoga kluarga yg ditinggalkan diberi kesabaran, ketabahan, keikhlasan dlm menghadapi cobaan ini, smoga alm anak2 santri yg meninggal dijadikan husnul khotimah, diampuni sgala dosa aamiin",2 months ago,astaghfirullaahh pak kyai jawab enak sendiri ndak tau mungkin kira takdir dr allah mmg takdir dr allah ttpi harus antisipasi dr pondok pak kyai gimana nya panjenengan asuh pondok lho yaallah yarahmann harus lebih aware santri krna kan panjenengan titip anak smoga kluarga tinggal beri sabar tabah ikhlas dlm hadap coba smoga alm anak santri tinggal jadi husnul khotimah ampun sgala dosa aamiin
@capybara0872,Kena azab apa ujian ayo coba tebak..,2 months ago,kena azab apa uji ayo coba tebak
@TekatTekatsumiati,Arsiteknya dari mana rancangan nya bisa begitu.😢,2 months ago,arsitek mana rancang nya
@dyahsusantidyah9517,Kontraktornya siapa ?.,2 months ago,kontraktor siapa
@sandunglamur3489,"9:31 wartawan: Ada ucapan belasungkawa atau permintaan maaf ke wali santri?
pak Kyai: Ini takdir dari Allah, mudah-mudahan diberi ganti yang lebih baik",2 months ago,wartawan ucap belasungkawa minta maaf wali santri pak kyai takdir allah mudahmudahan beri ganti lebih baik
@yuyumyumiarsari6677,Ngga tau bukan jawaban pa Raden KIAI yg harus ditanya penanggung jawab pembangunan😢,2 months ago,ngga tau bukan jawab pa raden kiai tanya tanggung jawab bangun
@edyhertanto8601,Jelas ada perhitungan yang salah konstruksinya,2 months ago,jelas hitung salah konstruksi
@MurtiRatnaningsih,"enak y jd alim ulama,,, suruh mnta maaf tggal ngmng,, sya kira ini memang takdir,dberi ganti yg lebh baik n kata2 pamungkas diberi pahala😢😢😢😢",2 months ago,enak y jd alim ulama suruh mnta maaf tggal ngmng sya kira memang takdirdberi ganti lebh baik n kata pamungkas beri pahala
@suratidimas9978,Ini buat pelajaran kedepannya kalau anak santri atau anak pondok di larang untuk membantu apapun  mengenai urusan pondok pesantren .anak pondok tugasnya ya belajar kalau ada hukuman ya santri cukup di hukum dg hafalan Alquran ☝️☝️☝️☝️,2 months ago,buat ajar depan kalau anak santri anak pondok larang bantu apa kena urus pondok pesantren anak pondok tugas ajar kalau hukum santri cukup hukum dg hafal alquran
@sugengrawuh5845,"Ada sebab ada akibat, bibit yang bagus ditanam akan menghasilkan pohon yang baik, sebaliknya bibit yang tidak ngambilnya ditempat sampah ditanam gak lama layu trus mati.",2 months ago,akibat bibit bagus tanam hasil pohon baik balik bibit ngambilnya tempat sampah tanam gak lama layu trus mati
@cintacinta-o1b2f,"Mati emang takdir pak ustad,tapi itu kan penyebabnya tiang choran yg lemah setandar keamanan nya kurang,di sini yg yg harus di ungkap itu siapa yg merancang bangunan tersebut,berapa biji tiang baja nya yg di pake untuk bangun masjid,terus kepadatan semen dan pasir nya harus bisa di ukur oleh para ahli,karna membangun sebuah tempat bertingkat itu harus detil jelas dan uji kelayakan kuat atau tidak nya bangunan yg akan di buat,ini harus ada yg bertanggug jwb.",2 months ago,mati emang takdir pak ustadtapi kan sebab tiang choran lemah setandar aman nya kurangdi sini ungkap siapa rancang bangun tersebutberapa biji tiang baja nya pake bangun masjidterus padat semen pasir nya ukur ahlikarna bangun buah tempat tingkat detil jelas uji layak kuat nya bangun buatini bertanggug jwb
@imamsujarot1370,"Nggak ada genteng atap langsung cor semua, struktur penopang bagian bawah tidak kuat menopang bagian atas, kalau bangun dipikir bukan asal cor-cor aja",2 months ago,genteng atap langsung cor semua struktur topang bagi bawah kuat topang bagi atas kalau bangun pikir bukan asal corcor
@RudyRudy-w7n,"Innalillahi wa innalillahi raji'un, maaf Pak kyai, maf bangat sampean itu tidak seperti  alm kyai saya dulu, sampeyan banyak tidak taunya knapa oh knapa?????",2 months ago,innalillahi wa innalillahi rajiun maaf pak kyai maf bangat sampean alm kyai dulu sampeyan banyak tau knapa knapa
@firdausaqi5802,"Kemungkinan besar kesalahan  perhitungan konstruksi.
Hitungan kontruksi hanya bisa dilakukan oleh insinyur sipil.  Coba ditanyakan ada gambar desain, gambar konstruksi gambar potongan kerja.
Jangan hanya bilang takdir, harus ada yg bertanggung jawab, karena ada korban jiwa.
Ini negara hukum.",2 months ago (edited),mungkin besar salah hitung konstruksi hitung kontruksi laku insinyur sipil coba tanya gambar desain gambar konstruksi gambar potong kerja jangan bilang takdir tanggung jawab korban jiwa negara hukum
@rohilahilah1817,Harusnya Yg bagian konseling2nya aatau apa gitu  disitu buat pengajian atau yasian bareng sm keluarga2 yg lagi nunggu agar keluarga  yg nunggu juga lebih tenang. Iya ngk sih 🤔,2 months ago,harus bagi konseling aatau apa gitu situ buat aji yasian bareng sm keluarga nunggu keluarga nunggu lebih tenang iya ngk
@iti608,"Bangunan yang sementarabdi cor itu tidak boleh di gunakan untuk beraktifitas di bawah coran hingga atas coran itu benar-benar kering dan penyangganya sudah di lepas

Tapi ini kenapa malah di tempati sementara baru saja di cor hari itu atau kemarinnya ?",2 months ago,bangun sementarabdi cor guna beraktifitas bawah cor hingga atas cor benarbenar kering sangga lepas malah tempat baru cor hari kemarin
@wahyudi-bm1ku,"Kok berbelit belit...infonya ada ratusan yang sedang sholat,mana yg benar?",2 months ago,belit belitinfonya ratus sedang sholatmana benar
@ahlamirfani2850,5:41,2 months ago,
@aql_shoh,"Bangun gedung segitu besarnya ngga pakai jasa insinyur, maunya semurah-murahnya hanya pakai jasa tukang dari kampung ya gitu akibatnya, kasihan anak-anak yang tidak berdosa menjadi korban.",2 months ago,bangun gedung segitu besar ngga pakai jasa insinyur mau semurahmurahnya pakai jasa tukang kampung gitu akibat kasihan anakanak dosa jadi korban
@ssumac,"Terlepas dari masalah kualitas material dan orang lapangan yg tidak kompeten, kenapa bangunan boleh difungsikan ketika pembangunan belum rampung? Pihak lapangan dan pihak ponpes yg mengijinkan bangunan sama2 salah. Kalo bangunan ambruk ketika belum difungsikan pasti korban tidak sebanyak ini",2 months ago,lepas masalah kualitas material orang lapang kompeten bangun fungsi bangun rampung pihak lapang pihak ponpes mengijinkan bangun sama salah kalo bangun ambruk fungsi korban banyak
@asriitv7774,Yg komen Sudah pada sukdlon lebih dahulu....jaga hati,2 months ago,komen sukdlon lebih dahulujaga hati
@wawansopwani2388,Saya yakin itu pondasi dan tiang lantai dasar tidak diperhitungkan untuk 3 atau 4 lantai atau kualitas konstruksinya tidak memenuhi syarat  Bangunan lama dilanjut,2 months ago,yakin pondasi tiang lantai dasar hitung lantai kualitas konstruksi penuh syarat bangun lama lanjut
@KulsomPratiwi,Kok bilang gk tau.seharusnya data santri brapa?yg bilang brapa.kok bilang gk tau,2 months ago,bilang tauseharusnya data santri brapayg bilang brapakok bilang tau
@ahlamirfani2850,10:52,2 months ago,
@aguswibowo7,"Kalo komennya berdasarkan ilmu bangunan / teknik sipil, itu bukan zu'udzon.",2 months ago,kalo komennya dasar ilmu bangun teknik sipil bukan zuudzon
@muhamadsabekty2836,"terlihat konstruksi bangunan tidak memenuhi standart,, terlihat rapuh dan besi terlalu kecil, terlalu memaksakan menambah lantai lagi,,",2 months ago,lihat konstruksi bangun penuh standart lihat rapuh besi terlalu kecil terlalu paksa tambah lantai
@dedychristiyanto5796,"Atas di cor kok di bawah dipakai kegiatan ya.. 
Takdir ya om..",2 months ago,atas cor bawah pakai giat takdir om
@MuhJeri-u9y,Nggak ada rasa bersalahnya samasekali,2 months ago,rasa salah samasekali
@miuandroemicat4040,parah sih ini terus yg bertanggung jawab siapa klo ada yg meninggal dan ada luka patah gmnaa ini,2 months ago,parah terus tanggung jawab siapa klo tinggal luka patah gmnaa
@Sukiper123,Jelas TERSANGKA.......,2 months ago,jelas sangka
@an2adtie,Fix nggak ada IMB pelanggaran peraturan pertama,2 months ago,fix imb langgar atur pertama
@IndraKusumaWijaya-ne1qf,Ngasih keterangan sempet2nya sambil cengengesan seperti tidak ada empati banget dengan musibah yg terjadi,2 months ago,ngasih terang sempetnya cengengesan empati banget musibah jadi
@AszaliaRahmadhani,Apa gk dapat dana hibah,2 months ago,apa dana hibah
@candradurochanel3340,Ponpesnya terlalu mikirin bisnisnya dan keuntungan sehingga bangunannya aja asal asalan dan tidak standart. Harus tanggungjawab penuh itu ponpesnya. Kalau perlu tutup sementara sebelum kasus kelar,2 months ago,ponpesnya terlalu mikirin bisnis untung bangun asal asal standart tanggungjawab penuh ponpesnya kalau perlu tutup kasus kelar
@achmadmondorivai3346,Itu bangunanya mungkin tdk sesuai spek,2 months ago,bangunanya mungkin tdk sesuai spek
@Tina-o6f4p,Ambruknya karena anggin KA atau gempa,2 months ago,ambruk anggin ka gempa
@pujonoviyanto5895,"bangunan sampai 4 lantai....kolom dan baloknya seperti apa? pondasi bagaimana...begini kalau tidak menggunakan ilmu...pihak terkait harus audit  semua bangunan2 pondok pesantren, ...ini urusan nyawa",2 months ago,bangun lantaikolom balok apa pondasi bagaimanabegini kalau guna ilmupihak kait audit semua bangun pondok pesantren urus nyawa
@Sweetsweet3600,"kelihatan rangkai besinya kecil², padahal konstruksi 4 lantai",2 months ago,lihat rangkai besi kecil padahal konstruksi lantai
@YayukBaabud,SDH tau pondasi pilar TDK kuat .TDK. memadai knp di lanjutin. Sampai lantai 4 .di cor. Jngan lari dari tanggung jawab.,2 months ago,sdh tau pondasi pilar tdk kuat tdk pada knp lanjutin lantai cor jngan lari tanggung jawab
@eternity9844,"Apa kata dunia???

Wah, wah, wah 🤔 🤔 🤔 

Padahal.... ... sudah sejak lama berbagai oknum dari kalangan  sebelah  (umat mayoritas)

Selalu dan berulang x mempertanyakan tentang IMB mengatas-namakan SK 2 Menteri terhadap bangunan² t4 ibadah kalangan minoritas

Yang kemudian dilanjutkan dengan penutupan dan penyegelan t4 ibadah minoritas 

Bahkan ada yang melakukan aksi/ tindakan kekerasan terhadap anak² kecil wanita sehingga mengalami trauma berat karena dipukul 

Lalu diikuti dengan ancaman² yg mengerikan 
-----------             --------------           -----------
Ada ungkapan klasik mengatakan:

Semut diseberang lautan tampak sangat jelas namun Gajah dipelupuk mata tak terlihat

Apa arti dan makna ungkapan itu kah???",1 month ago (edited),apa kata dunia wah wah wah padahal sejak lama bagai oknum kalang belah umat mayoritas selalu ulang x tanya imb mengatasnamakan sk menteri bangun t ibadah kalang minoritas kemudian lanjut tutup segel t ibadah minoritas bahkan laku aksi tindak keras anak kecil wanita alami trauma berat pukul lalu ikut ancam keri ungkap klasik kata semut seberang laut tampak sangat jelas gajah pelupuk mata tak lihat apa arti makna ungkap
@rohmahyulia,Ada yang harus bertanggung jawab atas ambruknya pesantren...dan itu kenapa harus di gunakan tempat solat sementara masih dlm proses pembangunan....itu kan beresiko,2 months ago,tanggung jawab atas ambruk pesantrendan guna tempat solat dlm proses pembangunanitu kan resiko
@PakEko-do7nf,"Bangunan  bertingkat tanpa Arsitek ,  asal  saja tidak ada prediksi kekuatan  kemampuan bangunan , hanya mengandalkan do a  muluk",2 months ago,bangun tingkat arsitek asal prediksi kuat mampu bangun andal do a muluk
@irsyadsuro3058,Kalo dilihat dari poto atau vidio  yg beredar besar tiang sama besar dimensi dak gk sinkron. Dak lebih besar dari tiang.,2 months ago,kalo lihat poto vidio edar besar tiang sama besar dimensi dak sinkron dak lebih besar tiang
@chanelndeso7846,Pondasi .. struktur besi ..hanya buat 2 lantai atau 3 lantai maksain buat tambah 1 lantai .... y gitu deh ..,2 months ago,pondasi struktur besi buat lantai lantai maksain buat tambah lantai y gitu deh
@SukarsihSukarsih-my4go,Bukan cuma takdir tapi karena kecerobohan,2 months ago,bukan cuma takdir ceroboh
@delimaatmanegara5471,"Kontraktor nya si yg salah, klopun belum selesai klo bangunan nya bner gak mungkin ambruk, kecuali klo ada gempa besar...",2 months ago,kontraktor nya si salah klopun selesai klo bangun nya bner gak mungkin ambruk klo gempa besar
@sitiaisyahjamal7179,tangkep aja,2 months ago,tangkep
@sitimaslikah4458,Pondasi ables...tidak kuat menerima beban bangunan diatasnya...,2 months ago,pondasi ablestidak kuat terima beban bangun atas
@bagusstimata1,Jumlah data nya aja tidak bisa nyebutkan. apa tidak ngerti administrasi sama sekali kah?,2 months ago,jumlah data nya nyebutkan apa ngerti administrasi sama sekali
@fighternation-g6w,"nyawa,,,,,,nyawa......cari aktor utama !!  baik yang punya ponpes, kontraktor dan pelaksana lapangan,",2 months ago,nyawanyawacari aktor utama baik punya ponpes kontraktor laksana lapang
@Sunarti-f3o,"Mohon Maaf  untuk Tokoh yg Diwawancarai  , Menyebutkan Kalimat RADEN di Depan Nama  Sangat Meyakinkan kan  
Maaf ya , Jadi Pengin Ketemu  apa Harus Memanggil Raden ( R)",2 months ago,mohon maaf tokoh wawancara sebut kalimat raden depan nama sangat yakin kan maaf jadi pengin ketemu apa panggil raden r
@dyahsusantidyah9517,Pak Kyai pemilik pondok tdk sholat di musholah itu ?,2 months ago,pak kyai milik pondok tdk sholat musholah
@Analiskampung,Periksa kontraktornya..,2 months ago,periksa kontraktor
@BpkSunoto,Kok enak ngomong takdir padahal semua sudah ada aturan misal kata kapal beban cuma muat 100 orang trs di muati 1000 orang masak itu takdir,2 months ago,enak ngomong takdir padahal semua atur misal kata kapal beban cuma muat orang trs muat orang masak takdir
@TeddyDharmawan-pf9so,"Bukan dongeng yg kami inginkan , tapi bagaimana awal membangun apakah ada penyimpangan yg tidak sesuai SOP , apakah hanya mencari keuntungan belaka ?",2 months ago,bukan dongeng ingin bagaimana awal bangun simpang sesuai sop cari untung belaka
@suliasih7148,"Gk pake genting lngsung cor beton 😅
Mesti ae tmbah bebanx berat dn gk kuat pexngga kcl , gk sesuai",2 months ago,pake genting lngsung cor beton mesti ae tmbah bebanx berat dn kuat pexngga kcl sesuai
@Tarikina,Tetap harus diperiksa .. Pasti ada yg salah,2 months ago,tetap periksa salah
@ikgfurniture7317,Ini takdir Allah bener....tp permintaan maaf mana?? Usut,2 months ago,takdir allah benertp minta maaf mana usut
@cv.titajaya7739,"Ditanya ada permintaan maaf ke para wali  santri , jawaban  semoga dapat pahala yang tidak bisa di katakan 😁 tanggung jawab pak pengelola pesantren",2 months ago (edited),tanya minta maaf wali santri jawab moga pahala kata tanggung jawab pak kelola pesantren
